,Course Name,Major
893,Summer:,Computer Science
894,"8 weeks - 6 hours of web-based lecture, 4 hours of laboratory, and 2 hours of web-based discussion per week",Computer Science
895,Online:,Computer Science
896,This is an online course.,Computer Science
897,Additional Details,Computer Science
898,Subject/Course Level:,Computer Science
899,Computer Science/Undergraduate,Computer Science
900,Grading/Final exam status:,Computer Science
901,Letter grade. Final exam required.,Computer Science
902,Instructor:,Computer Science
903,Hug,Computer Science
904,Data Structures (Online):,Computer Science
905,Read Less [-],Computer Science
906,COMPSCI 70,Computer Science
907,4 Units,Computer Science
908,Offered through: Electrical Engin and Computer Sci,Computer Science
909,"Terms offered: Fall 2020, Summer 2020 8 Week Session, Spring 2020",Computer Science
910,"Logic, infinity, and induction; applications include undecidability and stable marriage problem. Modular arithmetic and GCDs; applications include primality testing and cryptography. Polynomials; examples include error correcting codes and interpolation. Probability including sample spaces, independence, random variables, law of large numbers; examples include load balancing",Computer Science
911,", existence arguments, Bayesian inference.",Computer Science
912,Discrete Mathematics and Probability Theory:,Computer Science
913,Read More [+],Computer Science
914,Rules & Requirements,Computer Science
915,Prerequisites:,Computer Science
916,"Sophomore mathematical maturity, and programming experience equivalent to that gained with a score of 3 or above on the Advanced Placement Computer Science A exam",Computer Science
917,Credit Restrictions:,Computer Science
918,Students will receive no credit for Computer Science 70 after taking Mathematics 55.,Computer Science
919,Hours & Format,Computer Science
920,Fall and/or spring:,Computer Science
921,15 weeks - 3 hours of lecture and 2 hours of discussion per week,Computer Science
922,Summer:,Computer Science
923,8 weeks - 6 hours of lecture and 4 hours of discussion per week,Computer Science
924,Additional Details,Computer Science
925,Subject/Course Level:,Computer Science
926,Computer Science/Undergraduate,Computer Science
927,Grading/Final exam status:,Computer Science
928,Letter grade. Final exam required.,Computer Science
929,Instructors:,Computer Science
930,"Rao, Vazirani, Wagner, Sahai",Computer Science
931,Discrete Mathematics and Probability Theory:,Computer Science
932,Read Less [-],Computer Science
933,COMPSCI C79,Computer Science
934,3 Units,Computer Science
935,Offered through: Electrical Engin and Computer Sci,Computer Science
936,Terms offered: Spring 2013,Computer Science
937,"Defining, perceiving, quantifying and measuring risk; identifying risks and estimating their importance; determining whether laws and regulations can protect us from these risks; examining how well existing laws work and how they could be improved; evaluting costs and benefits. Applications may vary by term. This course cannot be used to complete engineering unit or technical elective requirements for students",Computer Science
938,in the College of Engineering.,Computer Science
939,Societal Risks and the Law:,Computer Science
940,Read More [+],Computer Science
941,Hours & Format,Computer Science
942,Fall and/or spring:,Computer Science
943,15 weeks - 3 hours of lecture and 1 hour of discussion per week,Computer Science
944,Additional Details,Computer Science
945,Subject/Course Level:,Computer Science
946,Computer Science/Undergraduate,Computer Science
947,Grading/Final exam status:,Computer Science
948,Letter grade. Final exam not required.,Computer Science
949,Also listed as:,Computer Science
950,POL SCI C79/STAT C79,Computer Science
951,Societal Risks and the Law:,Computer Science
952,Read Less [-],Computer Science
953,COMPSCI 88,Computer Science
954,3 Units,Computer Science
955,Offered through: Electrical Engin and Computer Sci,Computer Science
956,"Terms offered: Fall 2020, Spring 2020, Fall 2019",Computer Science
957,"Development of Computer Science topics appearing in Foundations of Data Science (C8); expands computational concepts and techniques of abstraction. Understanding the structures that underlie the programs, algorithms, and languages used in data science and elsewhere. Mastery of a particular programming language while studying general techniques for managing program complexity, e.g., functional",Computer Science
958,", object-oriented, and declarative programming. Provides practical experience with composing larger systems through several significant programming projects.",Computer Science
959,Computational Structures in Data Science:,Computer Science
960,Read More [+],Computer Science
961,Objectives & Outcomes,Computer Science
962,Course Objectives:,Computer Science
963,"Develop a foundation of computer science concepts that arise in the context of data analytics, including algorithm, representation, interpretation, abstraction, sequencing, conditional, function, iteration, recursion, types, objects, and testing, and develop proficiency in the application of these concepts in the context of a modern programming language at a scale of whole programs on par with a traditional CS introduction course.",Computer Science
964,Student Learning Outcomes:,Computer Science
965,Students will be able to demonstrate a working knowledge of these concepts and a proficiency of programming based upon them sufficient to construct substantial stand-alone programs.,Computer Science
966,Rules & Requirements,Computer Science
967,Prerequisites:,Computer Science
968,"Math 1A. Also, this course is a Data Science connector course and may only be taken concurrently with or after",Computer Science
969,COMPSCI C8,Computer Science
970,/,Computer Science
971,INFO C8,Computer Science
972,/,Computer Science
973,STAT C8,Computer Science
974,". Students may take more than one Data Science connector (88) course if they wish, concurrent with or after having taken the C8 course",Computer Science
975,Credit Restrictions:,Computer Science
976,Students may receive no credit for Computer Science 88 after completing Computer Science 61A.,Computer Science
977,Hours & Format,Computer Science
978,Fall and/or spring:,Computer Science
979,15 weeks - 2 hours of lecture and 2 hours of laboratory per week,Computer Science
980,Additional Details,Computer Science
981,Subject/Course Level:,Computer Science
982,Computer Science/Undergraduate,Computer Science
983,Grading/Final exam status:,Computer Science
984,Letter grade. Final exam required.,Computer Science
985,Computational Structures in Data Science:,Computer Science
986,Read Less [-],Computer Science
987,COMPSCI 94,Computer Science
988,1 - 4 Units,Computer Science
989,Offered through: Electrical Engin and Computer Sci,Computer Science
990,Terms offered: Fall 2015,Computer Science
991,Topics will vary semester to semester. See the Computer Science Division announcements.,Computer Science
992,Special Topics:,Computer Science
993,Read More [+],Computer Science
994,Rules & Requirements,Computer Science
995,Prerequisites:,Computer Science
996,Consent of instructor,Computer Science
997,Repeat rules:,Computer Science
998,Course may be repeated for credit when topic changes.,Computer Science
999,Hours & Format,Computer Science
1000,Fall and/or spring:,Computer Science
1001,15 weeks - 1-4 hours of lecture per week,Computer Science
1002,Additional Details,Computer Science
1003,Subject/Course Level:,Computer Science
1004,Computer Science/Undergraduate,Computer Science
1005,Grading/Final exam status:,Computer Science
1006,Letter grade. Final exam required.,Computer Science
1007,Special Topics:,Computer Science
1008,Read Less [-],Computer Science
1009,COMPSCI 97,Computer Science
1010,1 - 4 Units,Computer Science
1011,Offered through: Electrical Engin and Computer Sci,Computer Science
1012,"Terms offered: Fall 2015, Spring 2015, Fall 2014",Computer Science
1013,"Students take part in organized individual field sponsored programs with off-campus companies or tutoring/mentoring relevant to specific aspects and applications of computer science on or off campus. Note Summer CPT or OPT students: written report required. Course does not count toward major requirements, but will be counted in the cumulative units toward graduation.",Computer Science
1014,Field Study:,Computer Science
1015,Read More [+],Computer Science
1016,Rules & Requirements,Computer Science
1017,Prerequisites:,Computer Science
1018,Consent of instructor (see department adviser),Computer Science
1019,Repeat rules:,Computer Science
1020,Course may be repeated for credit without restriction.,Computer Science
1021,Hours & Format,Computer Science
1022,Fall and/or spring:,Computer Science
1023,15 weeks - 1-4 hours of fieldwork per week,Computer Science
1024,Summer:,Computer Science
1025,6 weeks - 2.5-10 hours of fieldwork per week,Computer Science
1026,8 weeks - 2-7.5 hours of fieldwork per week,Computer Science
1027,Additional Details,Computer Science
1028,Subject/Course Level:,Computer Science
1029,Computer Science/Undergraduate,Computer Science
1030,Grading/Final exam status:,Computer Science
1031,Offered for pass/not pass grade only. Final exam not required.,Computer Science
1032,Field Study:,Computer Science
1033,Read Less [-],Computer Science
1034,COMPSCI 98,Computer Science
1035,1 - 4 Units,Computer Science
1036,Offered through: Electrical Engin and Computer Sci,Computer Science
1037,"Terms offered: Fall 2018, Fall 2016, Fall 2015",Computer Science
1038,"Seminars for group study of selected topics, which will vary from year to year. Intended for students in the lower division.",Computer Science
1039,Directed Group Study:,Computer Science
1040,Read More [+],Computer Science
1041,Rules & Requirements,Computer Science
1042,Prerequisites:,Computer Science
1043,Consent of instructor,Computer Science
1044,Repeat rules:,Computer Science
1045,Course may be repeated for credit without restriction.,Computer Science
1046,Hours & Format,Computer Science
1047,Fall and/or spring:,Computer Science
1048,15 weeks - 1-4 hours of directed group study per week,Computer Science
1049,Additional Details,Computer Science
1050,Subject/Course Level:,Computer Science
1051,Computer Science/Undergraduate,Computer Science
1052,Grading/Final exam status:,Computer Science
1053,Offered for pass/not pass grade only. Final exam not required.,Computer Science
1054,Directed Group Study:,Computer Science
1055,Read Less [-],Computer Science
1056,COMPSCI 99,Computer Science
1057,1 - 2 Units,Computer Science
1058,Offered through: Electrical Engin and Computer Sci,Computer Science
1059,"Terms offered: Fall 2015, Fall 2014, Spring 2014",Computer Science
1060,"A course for lower division students in good standing who wish to undertake a program of individual inquiry initiated jointly by the student and a professor. There are no other formal prerequisites, but the supervising professor must be convinced that the student is able to profit by the program.",Computer Science
1061,Individual Study and Research for Undergraduates:,Computer Science
1062,Read More [+],Computer Science
1063,Rules & Requirements,Computer Science
1064,Prerequisites:,Computer Science
1065,GPA of 3.4 or better,Computer Science
1066,Repeat rules:,Computer Science
1067,Course may be repeated for credit without restriction.,Computer Science
1068,Hours & Format,Computer Science
1069,Fall and/or spring:,Computer Science
1070,15 weeks - 0 hours of independent study per week,Computer Science
1071,Summer:,Computer Science
1072,6 weeks - 1-5 hours of independent study per week,Computer Science
1073,8 weeks - 1-4 hours of independent study per week,Computer Science
1074,Additional Details,Computer Science
1075,Subject/Course Level:,Computer Science
1076,Computer Science/Undergraduate,Computer Science
1077,Grading/Final exam status:,Computer Science
1078,Offered for pass/not pass grade only. Final exam not required.,Computer Science
1079,Individual Study and Research for Undergraduates:,Computer Science
1080,Read Less [-],Computer Science
1081,COMPSCI C100,Computer Science
1082,4 Units,Computer Science
1083,Offered through: Electrical Engin and Computer Sci,Computer Science
1084,"Terms offered: Summer 2020 8 Week Session, Spring 2020, Fall 2019",Computer Science
1085,"In this course, students will explore the data science lifecycle, including question formulation, data collection and cleaning, exploratory data analysis and visualization, statistical inference and prediction​, and decision-making.​ This class will focus on quantitative critical thinking​ and key principles and techniques needed to carry out this cycle. These include languages",Computer Science
1086,"for transforming, querying and analyzing data; algorithms for machine learning methods including regression, classification and clustering; principles behind creating informative data visualizations; statistical concepts of measurement error and prediction; and techniques for scalable data processing.",Computer Science
1087,Principles & Techniques of Data Science:,Computer Science
1088,Read More [+],Computer Science
1089,Rules & Requirements,Computer Science
1090,Prerequisites:,Computer Science
1091,"Computer Science/Information/Statistics C8; and either Computer Science 61A, Computer Science 88 or Engineering 7. Corequisite: Mathematics 54 or Electrical Engineering 16A. Computer Science C8 Computer Science 61A Computer Science 88 Engineering 7 Mathematics 54 Electrical Engineering 16A",Computer Science
1092,Hours & Format,Computer Science
1093,Fall and/or spring:,Computer Science
1094,"15 weeks - 3 hours of lecture, 1 hour of discussion, and 1 hour of laboratory per week",Computer Science
1095,Summer:,Computer Science
1096,"8 weeks - 6 hours of lecture, 2 hours of discussion, and 2 hours of laboratory per week",Computer Science
1097,Additional Details,Computer Science
1098,Subject/Course Level:,Computer Science
1099,Computer Science/Undergraduate,Computer Science
1100,Grading/Final exam status:,Computer Science
1101,Letter grade. Final exam required.,Computer Science
1102,Also listed as:,Computer Science
1103,STAT C100,Computer Science
1104,Principles & Techniques of Data Science:,Computer Science
1105,Read Less [-],Computer Science
1106,COMPSCI 146L,Computer Science
1107,2 Units,Computer Science
1108,Offered through: Electrical Engin and Computer Sci,Computer Science
1109,Terms offered: Spring 2015,Computer Science
1110,"Hardware description languages for digital system design and interactions with tool flows. Design, implementation, and verification of digital designs. Digital synthesis, partitioning, placement, routing, and simulation for Field-Programmable Gate Arrays. Large digital-system design concepts. Project design component – example, a full processor implementation with peripherals.",Computer Science
1111,Programmable Digital Systems Laboratory:,Computer Science
1112,Read More [+],Computer Science
1113,Objectives & Outcomes,Computer Science
1114,Student Learning Outcomes:,Computer Science
1115,"This course is a one-time offering to supplement the EE141 course offered in the Fall 2014, with a lab and project section that cover the design of larger digital systems on a programmable chip platform (FPGA). The EE141 lectures in the Fall 2014 already covered the necessary lecture material, so students who took the EE141 lab in the Fall of 2014 will have a chance to expand their skills into the area of FPGA Digital System Design. Hence the pre-requisite for this course is that a student has taken the EE141 course in the Fall 2014.",Computer Science
1116,Rules & Requirements,Computer Science
1117,Prerequisites:,Computer Science
1118,COMPSCI 61C,Computer Science
1119,;,Computer Science
1120,EL ENG 105,Computer Science
1121,recommended,Computer Science
1122,Credit Restrictions:,Computer Science
1123,Students will receive no credit for Computer Science 146L after taking Fall 2014 version of Computer Science 150.,Computer Science
1124,Hours & Format,Computer Science
1125,Fall and/or spring:,Computer Science
1126,15 weeks - 3 hours of laboratory and 1 hour of discussion per week,Computer Science
1127,Additional Details,Computer Science
1128,Subject/Course Level:,Computer Science
1129,Computer Science/Undergraduate,Computer Science
1130,Grading/Final exam status:,Computer Science
1131,Offered for pass/not pass grade only. Final exam not required.,Computer Science
1132,Instructor:,Computer Science
1133,Stojanovic,Computer Science
1134,Programmable Digital Systems Laboratory:,Computer Science
1135,Read Less [-],Computer Science
1136,COMPSCI 152,Computer Science
1137,4 Units,Computer Science
1138,Offered through: Electrical Engin and Computer Sci,Computer Science
1139,"Terms offered: Spring 2020, Spring 2019, Spring 2018",Computer Science
1140,"Instruction set architecture, microcoding, pipelining (simple and complex). Memory hierarchies and virtual memory. Processor parallelism: VLIW, vectors, multithreading. Multiprocessors.",Computer Science
1141,Computer Architecture and Engineering:,Computer Science
1142,Read More [+],Computer Science
1143,Rules & Requirements,Computer Science
1144,Prerequisites:,Computer Science
1145,COMPSCI 61C,Computer Science
1146,Hours & Format,Computer Science
1147,Fall and/or spring:,Computer Science
1148,15 weeks - 3 hours of lecture and 2 hours of discussion per week,Computer Science
1149,Additional Details,Computer Science
1150,Subject/Course Level:,Computer Science
1151,Computer Science/Undergraduate,Computer Science
1152,Grading/Final exam status:,Computer Science
1153,Letter grade. Alternative to final exam.,Computer Science
1154,Instructors:,Computer Science
1155,"Asanovic, Culler, Kubiatowicz, Wawrzynek",Computer Science
1156,Computer Architecture and Engineering:,Computer Science
1157,Read Less [-],Computer Science
1158,COMPSCI 160,Computer Science
1159,4 Units,Computer Science
1160,Offered through: Electrical Engin and Computer Sci,Computer Science
1161,"Terms offered: Fall 2020, Spring 2020, Fall 2019",Computer Science
1162,"The design, implementation, and evaluation of user interfaces. User-centered design and task analysis. Conceptual models and interface metaphors. Usability inspection and evaluation methods. Analysis of user study data. Input methods (keyboard, pointing, touch, tangible) and input models. Visual design principles. Interface prototyping and implementation methodologies and tools. Students",Computer Science
1163,will develop a user interface for a specific task and target user group in teams.,Computer Science
1164,User Interface Design and Development:,Computer Science
1165,Read More [+],Computer Science
1166,Rules & Requirements,Computer Science
1167,Prerequisites:,Computer Science
1168,COMPSCI 61B,Computer Science
1169,or,Computer Science
1170,COMPSCI 61BL,Computer Science
1171,Credit Restrictions:,Computer Science
1172,Students will receive no credit for Computer Science 160 after taking Computer Science 260A.,Computer Science
1173,Hours & Format,Computer Science
1174,Fall and/or spring:,Computer Science
1175,15 weeks - 3 hours of lecture and 1 hour of discussion per week,Computer Science
1176,Summer:,Computer Science
1177,8 weeks - 6 hours of lecture and 2 hours of discussion per week,Computer Science
1178,Additional Details,Computer Science
1179,Subject/Course Level:,Computer Science
1180,Computer Science/Undergraduate,Computer Science
1181,Grading/Final exam status:,Computer Science
1182,Letter grade. Final exam required.,Computer Science
1183,Instructors:,Computer Science
1184,"Agrawala, Canny, Hartmann, Paulos",Computer Science
1185,User Interface Design and Development:,Computer Science
1186,Read Less [-],Computer Science
1187,COMPSCI 161,Computer Science
1188,4 Units,Computer Science
1189,Offered through: Electrical Engin and Computer Sci,Computer Science
1190,"Terms offered: Fall 2020, Summer 2020 8 Week Session, Spring 2020",Computer Science
1191,"Introduction to computer security. Cryptography, including encryption, authentication, hash functions, cryptographic protocols, and applications. Operating system security, access control. Network security, firewalls, viruses, and worms. Software security, defensive programming, and language-based security. Case studies from real-world systems.",Computer Science
1192,Computer Security:,Computer Science
1193,Read More [+],Computer Science
1194,Rules & Requirements,Computer Science
1195,Prerequisites:,Computer Science
1196,COMPSCI 61C,Computer Science
1197,; and,Computer Science
1198,COMPSCI 70,Computer Science
1199,or,Computer Science
1200,MATH 55,Computer Science
1201,Hours & Format,Computer Science
1202,Fall and/or spring:,Computer Science
1203,15 weeks - 3 hours of lecture and 1 hour of discussion per week,Computer Science
1204,Summer:,Computer Science
1205,8 weeks - 6 hours of lecture and 2 hours of discussion per week,Computer Science
1206,Additional Details,Computer Science
1207,Subject/Course Level:,Computer Science
1208,Computer Science/Undergraduate,Computer Science
1209,Grading/Final exam status:,Computer Science
1210,Letter grade. Final exam required.,Computer Science
1211,Instructors:,Computer Science
1212,"Paxson, Song, Tygar, Wagner",Computer Science
1213,Computer Security:,Computer Science
1214,Read Less [-],Computer Science
1215,COMPSCI 162,Computer Science
1216,4 Units,Computer Science
1217,Offered through: Electrical Engin and Computer Sci,Computer Science
1218,"Terms offered: Fall 2020, Summer 2020 8 Week Session, Spring 2020",Computer Science
1219,"Basic concepts of operating systems and system programming. Utility programs, subsystems, multiple-program systems. Processes, interprocess communication, and synchronization. Memory allocation, segmentation, paging. Loading and linking, libraries. Resource allocation, scheduling, performance evaluation. File systems, storage devices, I/O systems. Protection, security, and",Computer Science
1220,privacy.,Computer Science
1221,Operating Systems and System Programming:,Computer Science
1222,Read More [+],Computer Science
1223,Rules & Requirements,Computer Science
1224,Prerequisites:,Computer Science
1225,COMPSCI 61B,Computer Science
1226,",",Computer Science
1227,COMPSCI 61C,Computer Science
1228,", and",Computer Science
1229,COMPSCI 70,Computer Science
1230,Hours & Format,Computer Science
1231,Fall and/or spring:,Computer Science
1232,15 weeks - 3 hours of lecture and 1 hour of discussion per week,Computer Science
1233,Summer:,Computer Science
1234,8 weeks - 6 hours of lecture and 2 hours of discussion per week,Computer Science
1235,Additional Details,Computer Science
1236,Subject/Course Level:,Computer Science
1237,Computer Science/Undergraduate,Computer Science
1238,Grading/Final exam status:,Computer Science
1239,Letter grade. Final exam required.,Computer Science
1240,Instructors:,Computer Science
1241,"Joseph, Kubiatowicz, Stoica",Computer Science
1242,Operating Systems and System Programming:,Computer Science
1243,Read Less [-],Computer Science
1244,COMPSCI 164,Computer Science
1245,4 Units,Computer Science
1246,Offered through: Electrical Engin and Computer Sci,Computer Science
1247,"Terms offered: Fall 2020, Fall 2019, Spring 2019",Computer Science
1248,"Survey of programming languages. The design of modern programming languages. Principles and techniques of scanning, parsing, semantic analysis, and code generation. Implementation of compilers, interpreters, and assemblers. Overview of run-time organization and error handling.",Computer Science
1249,Programming Languages and Compilers:,Computer Science
1250,Read More [+],Computer Science
1251,Rules & Requirements,Computer Science
1252,Prerequisites:,Computer Science
1253,COMPSCI 61B,Computer Science
1254,and,Computer Science
1255,COMPSCI 61C,Computer Science
1256,Hours & Format,Computer Science
1257,Fall and/or spring:,Computer Science
1258,15 weeks - 3 hours of lecture and 1 hour of discussion per week,Computer Science
1259,Additional Details,Computer Science
1260,Subject/Course Level:,Computer Science
1261,Computer Science/Undergraduate,Computer Science
1262,Grading/Final exam status:,Computer Science
1263,Letter grade. Final exam required.,Computer Science
1264,Instructors:,Computer Science
1265,"Bodik, Hilfinger, Necula",Computer Science
1266,Programming Languages and Compilers:,Computer Science
1267,Read Less [-],Computer Science
1268,COMPSCI 168,Computer Science
1269,4 Units,Computer Science
1270,Offered through: Electrical Engin and Computer Sci,Computer Science
1271,"Terms offered: Fall 2020, Spring 2020, Fall 2018",Computer Science
1272,"This course is an introduction to the Internet architecture. We will focus on the concepts and fundamental design principles that have contributed to the Internet's scalability and robustness and survey the various protocols and algorithms used within this architecture. Topics include layering, addressing, intradomain routing, interdomain routing, reliable delivery, congestion control, and",Computer Science
1273,"the core protocols (e.g., TCP, UDP, IP, DNS, and HTTP) and network technologies (e.g., Ethernet, wireless).",Computer Science
1274,Introduction to the Internet: Architecture and Protocols:,Computer Science
1275,Read More [+],Computer Science
1276,Rules & Requirements,Computer Science
1277,Prerequisites:,Computer Science
1278,COMPSCI 61B,Computer Science
1279,and,Computer Science
1280,COMPSCI 162,Computer Science
1281,Hours & Format,Computer Science
1282,Fall and/or spring:,Computer Science
1283,15 weeks - 3 hours of lecture and 1 hour of discussion per week,Computer Science
1284,Summer:,Computer Science
1285,8 weeks - 6 hours of lecture and 2 hours of discussion per week,Computer Science
1286,Additional Details,Computer Science
1287,Subject/Course Level:,Computer Science
1288,Computer Science/Undergraduate,Computer Science
1289,Grading/Final exam status:,Computer Science
1290,Letter grade. Final exam required.,Computer Science
1291,Instructors:,Computer Science
1292,"Katz, Paxson, Ratnasamy, Shenker, Stoica",Computer Science
1293,Introduction to the Internet: Architecture and Protocols:,Computer Science
1294,Read Less [-],Computer Science
1295,COMPSCI 169,Computer Science
1296,4 Units,Computer Science
1297,Offered through: Electrical Engin and Computer Sci,Computer Science
1298,"Terms offered: Fall 2019, Spring 2019, Fall 2017",Computer Science
1299,"Ideas and techniques for designing, developing, and modifying large software systems. Function-oriented and object-oriented modular design techniques, designing for re-use and maintainability. Specification and documentation. Verification and validation. Cost and quality metrics and estimation. Project team organization and management. Students will work in teams on a substantial programming",Computer Science
1300,project.,Computer Science
1301,Software Engineering:,Computer Science
1302,Read More [+],Computer Science
1303,Rules & Requirements,Computer Science
1304,Prerequisites:,Computer Science
1305,COMPSCI 61B,Computer Science
1306,and,Computer Science
1307,COMPSCI 61C,Computer Science
1308,;,Computer Science
1309,COMPSCI 70,Computer Science
1310,or,Computer Science
1311,MATH 113,Computer Science
1312,Hours & Format,Computer Science
1313,Fall and/or spring:,Computer Science
1314,15 weeks - 3 hours of lecture and 1 hour of discussion per week,Computer Science
1315,Summer:,Computer Science
1316,8 weeks - 6 hours of lecture and 2 hours of discussion per week,Computer Science
1317,Additional Details,Computer Science
1318,Subject/Course Level:,Computer Science
1319,Computer Science/Undergraduate,Computer Science
1320,Grading/Final exam status:,Computer Science
1321,Letter grade. Final exam required.,Computer Science
1322,Instructors:,Computer Science
1323,"Brewer, Fox, Necula, Sen",Computer Science
1324,Software Engineering:,Computer Science
1325,Read Less [-],Computer Science
1326,COMPSCI 169A,Computer Science
1327,3 Units,Computer Science
1328,Offered through: Electrical Engin and Computer Sci,Computer Science
1329,Terms offered: Fall 2020,Computer Science
1330,"Ideas and techniques for designing, developing, and modifying large software systems. Service-oriented architecture, behavior-driven design with user stories, cloud computing, test-driven development, automated testing, cost and quality metrics for maintainability and effort estimation, practical performance and security in software operations, design patterns and refactoring, specification and documentation, agile",Computer Science
1331,project team organization and management.,Computer Science
1332,Introduction to Software Engineering:,Computer Science
1333,Read More [+],Computer Science
1334,Objectives & Outcomes,Computer Science
1335,Student Learning Outcomes:,Computer Science
1336,Students will learn how to approach and add functionality to a legacy code base;,Computer Science
1337,"Students will learn how to identify, measure, and resolve maintainability problems in code;",Computer Science
1338,"Students will learn how to work with nontechnical customers and convert customer requirements into a software plan that can be effort-estimated, built, and deployed to the public cloud, including the use of behavior-driven design, user stories, and velocity;",Computer Science
1339,Students will learn how to write automated tests and measure test coverage;,Computer Science
1340,Students will learn practical security and performance considerations for SaaS applications.,Computer Science
1341,"Students will learn the architecture and machinery of software as a service; the agile/XP methodology for software development and how it compares with other methodologies, including ""Plan-and-document"" methodologies;",Computer Science
1342,"Students will learn the role of software design patterns in refactoring, and how to identify opportunities to use them;",Computer Science
1343,Rules & Requirements,Computer Science
1344,Prerequisites:,Computer Science
1345,Computer Science 61A and 61B; Computer Science 70 is recommended,Computer Science
1346,Credit Restrictions:,Computer Science
1347,Students will receive no credit for,Computer Science
1348,COMPSCI 169A,Computer Science
1349,after completing,Computer Science
1350,COMPSCI 169,Computer Science
1351,. A deficient grade in,Computer Science
1352,COMPSCI 169A,Computer Science
1353,may be removed by taking,Computer Science
1354,COMPSCI 169,Computer Science
1355,.,Computer Science
1356,Hours & Format,Computer Science
1357,Fall and/or spring:,Computer Science
1358,15 weeks - 3 hours of lecture and 1 hour of discussion per week,Computer Science
1359,Summer:,Computer Science
1360,8 weeks - 6 hours of lecture and 2 hours of discussion per week,Computer Science
1361,Additional Details,Computer Science
1362,Subject/Course Level:,Computer Science
1363,Computer Science/Undergraduate,Computer Science
1364,Grading/Final exam status:,Computer Science
1365,Letter grade. Final exam required.,Computer Science
1366,Instructors:,Computer Science
1367,"Fox, Sen",Computer Science
1368,Introduction to Software Engineering:,Computer Science
1369,Read Less [-],Computer Science
1370,COMPSCI 169L,Computer Science
1371,2 Units,Computer Science
1372,Offered through: Electrical Engin and Computer Sci,Computer Science
1373,Terms offered: Not yet offered,Computer Science
1374,"Open-ended design project enhancing or creating software for real customers in an agile team setting. Teamwork coordination, effective customer meetings, pre- and post-iteration team meetings, running scrums and standups, technical communication. Contributing as a team to an open-source project; tools and workflows associated with open source collaboration, including fork-and-pull, rebase, upstream merge",Computer Science
1375,", continuous deployment & integration.",Computer Science
1376,Software Engineering Team Project:,Computer Science
1377,Read More [+],Computer Science
1378,Objectives & Outcomes,Computer Science
1379,Course Objectives:,Computer Science
1380,Students will work in a team to develop new software or enhance existing software for a customer with a real business need.,Computer Science
1381,Student Learning Outcomes:,Computer Science
1382,Students will learn how to conduct effective meetings with nontechnical customers and work with their feedback;,Computer Science
1383,"Students will learn how to coordinate teamwork on developing, testing, and deploying features; and in most cases, how to approach a legacy codebase and add features to it.",Computer Science
1384,"Students will learn to run a small team including rotation of team roles such as product owner, scrum master, and so on;",Computer Science
1385,Rules & Requirements,Computer Science
1386,Prerequisites:,Computer Science
1387,Computer Science 169A,Computer Science
1388,Credit Restrictions:,Computer Science
1389,Students will receive no credit for,Computer Science
1390,COMPSCI 169L,Computer Science
1391,after completing,Computer Science
1392,COMPSCI 169,Computer Science
1393,.,Computer Science
1394,Hours & Format,Computer Science
1395,Fall and/or spring:,Computer Science
1396,15 weeks - 1 hour of discussion per week,Computer Science
1397,Summer:,Computer Science
1398,8 weeks - 2 hours of discussion per week,Computer Science
1399,Additional Details,Computer Science
1400,Subject/Course Level:,Computer Science
1401,Computer Science/Undergraduate,Computer Science
1402,Grading/Final exam status:,Computer Science
1403,Letter grade. Alternative to final exam.,Computer Science
1404,Instructors:,Computer Science
1405,"Fox, Sen",Computer Science
1406,Software Engineering Team Project:,Computer Science
1407,Read Less [-],Computer Science
1408,COMPSCI W169A,Computer Science
1409,3 Units,Computer Science
1410,Offered through: Electrical Engin and Computer Sci,Computer Science
1411,Terms offered: Summer 2020 8 Week Session,Computer Science
1412,"This course presents ideas and techniques for designing, developing, and modifying large software systems using Agile techniques and tools. Topics include: function-oriented and object-oriented modular design techniques, designing for re-use and maintainability including proper use of design patterns, behavior-driven design, test-driven development, user stories for requirements elicitation &",Computer Science
1413,"documentation, verification and validation, cost and quality metrics and estimation, project team organization and management, analyzing and refactoring legacy code.",Computer Science
1414,Software Engineering:,Computer Science
1415,Read More [+],Computer Science
1416,Objectives & Outcomes,Computer Science
1417,Student Learning Outcomes:,Computer Science
1418,"Students will learn how to apply BDD & TDD to identify the main parts of a legacy code base, measure code quality, and refactor code to improve its quality;",Computer Science
1419,Students will learn how to apply behavior-driven development (BDD) to elicit customer needs and express them as user stories that will drive development;,Computer Science
1420,Students will learn how to apply the key ideas of learning a new framework to construct and deploy simple Rails applications;,Computer Science
1421,Students will learn how to apply the key ideas of learning a new language in order to construct programs in Ruby;,Computer Science
1422,Students will learn how to construct unit- and module-level tests and measure their coverage;,Computer Science
1423,"Students will learn how to exercise best practices in planning, effort estimation, and coordination of the efforts of small software teams, using appropriate tools to support those practices;",Computer Science
1424,Students will learn how to identify and repair potential app-level security and performance problems.,Computer Science
1425,"Students will learn how to recognize when an appropriate Design Pattern may improve code quality, and refactor code to apply those Design Patterns;",Computer Science
1426,Students will learn how to summarize the key architectural elements of RESTful SaaS applications and microservices;,Computer Science
1427,Students will learn to articulate the primary differences between Agile and Plan-and-Document methodologies;,Computer Science
1428,Rules & Requirements,Computer Science
1429,Prerequisites:,Computer Science
1430,COMPSCI 61A,Computer Science
1431,and,Computer Science
1432,COMPSCI 61B,Computer Science
1433,Credit Restrictions:,Computer Science
1434,Students will receive no credit for,Computer Science
1435,COMPSCI W169A,Computer Science
