,Course Name,Major
665,Course Website,Electrical Engineering
666,ENG-SCI 100HFA,Electrical Engineering
667,2019 Fall,Electrical Engineering
668,Frank Keutsch,Electrical Engineering
669,Thursday,Electrical Engineering
670,03:00pm to 04:15pm,Electrical Engineering
671,"Individual engineering design projects which demonstrate mastery of engineering knowledge and techniques. During the year, each student will pursue an appropriate capstone project which involves both engineering design and quantitative analysis and culminating in a final oral presentation and final report/thesis.  Students must complete both parts of this course, fall and spring, in order to receive credit.",Electrical Engineering
672,Course Website,Electrical Engineering
673,ENG-SCI 100HFB,Electrical Engineering
674,2019 Fall,Electrical Engineering
675,Frank Keutsch,Electrical Engineering
676,"Individual engineering design projects which demonstrate mastery of engineering knowledge and techniques. During the year, each student will pursue an appropriate capstone project which involves both engineering design and quantitative analysis and culminating in a final oral presentation and final report/thesis.  Students must complete both parts of this course, fall and spring, in order to receive credit.",Electrical Engineering
677,Course Website,Electrical Engineering
678,ENG-SCI 100HFB,Electrical Engineering
679,2020 Spring,Electrical Engineering
680,Frank Keutsch,Electrical Engineering
681,"Individual engineering design projects which demonstrate mastery of engineering knowledge and techniques. During the year, each student will pursue an appropriate capstone project which involves both engineering design and quantitative analysis and culminating in a final oral presentation and final report/thesis.  Students must complete both parts of this course, fall and spring, in order to receive credit.",Electrical Engineering
682,Course Website,Electrical Engineering
683,ENG-SCI 111,Electrical Engineering
684,2020 Spring,Electrical Engineering
685,Cengiz Pehlevan,Electrical Engineering
686,"Monday, Wednesday",Electrical Engineering
687,03:00pm to 04:15pm,Electrical Engineering
688,"Many complex physical problems defy simple analytical solutions or even accurate analytical approximations. Scientific computing can address certain of these problems successfully, providing unique insight. This course introduces some of the widely used techniques in scientific computing through examples chosen from physics, chemistry, and biology. The purpose of the course is to introduce methods that are useful in applications and research and to give the students hands-on experience with these methods.",Electrical Engineering
689,Course Website,Electrical Engineering
690,ENG-SCI 112,Electrical Engineering
691,2020 Spring,Electrical Engineering
692,Scot Martin,Electrical Engineering
693,"Monday, Wednesday",Electrical Engineering
694,12:00pm to 01:15pm,Electrical Engineering
695,"Fundamental concepts and formalisms of conservation of energy and increase of entropy as applied to natural and engineered environmental and biological systems. Pedagogical approach is to start with real-world observations and applications, extracting the underlying fundamentals of thermodynamics from these.",Electrical Engineering
696,Course Website,Electrical Engineering
697,ENG-SCI 115,Electrical Engineering
698,2019 Fall,Electrical Engineering
699,L Mahadevan,Electrical Engineering
700,"Tuesday, Thursday",Electrical Engineering
701,10:30am to 11:45am,Electrical Engineering
702,"Abstracting the essential components and mechanisms from a natural system to produce a mathematical model, which can be analyzed with a variety of formal mathematical methods, is perhaps the most important, but least understood, task in applied mathematics. This course approaches a number of problems without the prejudice of trying to apply a particular method of solution. Topics drawn from biology, economics, engineering, physical and social sciences.",Electrical Engineering
703,Course Website,Electrical Engineering
704,ENG-SCI 115,Electrical Engineering
705,2020 Spring,Electrical Engineering
706,Ariel Amir,Electrical Engineering
707,"Tuesday, Thursday",Electrical Engineering
708,01:30pm to 02:45pm,Electrical Engineering
709,"Abstracting the essential components and mechanisms from a natural system to produce a mathematical model, which can be analyzed with a variety of formal mathematical methods, is perhaps the most important, but least understood, task in applied mathematics. This course approaches a number of problems without the prejudice of trying to apply a particular method of solution. Topics drawn from biology, economics, engineering, physical and social sciences.",Electrical Engineering
710,Course Website,Electrical Engineering
711,ENG-SCI 120,Electrical Engineering
712,2020 Spring,Electrical Engineering
713,Joost Vlassak,Electrical Engineering
714,"Tuesday, Thursday",Electrical Engineering
715,01:30pm to 02:45pm,Electrical Engineering
716,"A first course in the mechanical sciences which introduces elements of continuum mechanics and explains how materials and structures stretch, bend, twist, shake, buckle, and break. Stress-strain behavior of materials. Statically determinate and indeterminate structures. Stress and strain, equations of motion or equilibrium, strain-displacement relations. Torsion. Beam theory with applications to beam deflections, vibrations, and buckling. Three laboratory sessions required.",Electrical Engineering
717,Course Website,Electrical Engineering
718,ENG-SCI 121,Electrical Engineering
719,2019 Fall,Electrical Engineering
720,Yiling Chen,Electrical Engineering
721,"Monday, Wednesday",Electrical Engineering
722,09:00am to 10:15am,Electrical Engineering
723,"Introduction to basic mathematical ideas and computational methods for solving deterministic and stochastic optimization problems. Topics covered: linear programming, integer programming, branch-and-bound, branch-and-cut, Markov chains, Markov decision processes. Emphasis on modeling. Examples from business, society, engineering, sports, e-commerce. Exercises in AMPL, complemented by Maple or Matlab.",Electrical Engineering
724,Course Website,Electrical Engineering
725,ENG-SCI 123,Electrical Engineering
726,2020 Spring,Electrical Engineering
727,David Sondak,Electrical Engineering
728,"Monday, Wednesday, Friday",Electrical Engineering
729,10:30am to 11:45am,Electrical Engineering
730,"Dimensional analysis. Basic elements of steady and unsteady thermal conduction and mass diffusion. Statics and dynamics of fluids. Buoyancy-stability and hydrostatics. Laminar viscous flows, potential flows, origin of lift, and basic aspects of boundary layers. Navier-Stokes and continuity equations. Applications in aerodynamics, chemical, environmental, and mechanical engineering, and physics.",Electrical Engineering
731,Course Website,Electrical Engineering
732,ENG-SCI 125,Electrical Engineering
733,2019 Fall,Electrical Engineering
734,Boris Kozinsky,Electrical Engineering
735,"Monday, Wednesday",Electrical Engineering
736,01:30pm to 02:45pm,Electrical Engineering
737,"Modeling and analysis of mechanical systems. Topics include 3D rigid body dynamics, resonance, damping, frequency response, Laplace transform methods, Lagrange's equations, multiple degree-of-freedom systems and an introduction to control and continuous systems. Analytical modeling will be supplemented with numerical simulations and lab experiments. Laboratory exercises will explore vibration, and stabilization using data acquisition systems.",Electrical Engineering
738,Course Website,Electrical Engineering
739,ENG-SCI 128,Electrical Engineering
740,2020 Spring,Electrical Engineering
741,Katia Bertoldi,Electrical Engineering
742,"Monday, Wednesday",Electrical Engineering
743,03:00pm to 04:15pm,Electrical Engineering
744,"Introduction to finite element methods for analysis of steady-state and transient problems in solid, structural, fluid mechanics, and heat transfer. Implementation of simple MATLAB codes and use of existing general-purpose programs (ABAQUS and COMSOL).",Electrical Engineering
745,Course Website,Electrical Engineering
746,ENG-SCI 139,Electrical Engineering
747,2019 Fall,Electrical Engineering
748,David Weitz,Electrical Engineering
749,"Tuesday, Thursday",Electrical Engineering
750,01:30pm to 02:45pm,Electrical Engineering
751,"Explores factors and conditions contributing to innovation in science and engineering; how important problems are found, defined, and solved; roles of teamwork and creativity; and applications of these methods to other endeavors. Students receive practical and professional training in techniques to define and solve problems, and in brainstorming and other individual and team approaches.",Electrical Engineering
752,Course Website,Electrical Engineering
753,ENG-SCI 150,Electrical Engineering
754,2020 Spring,Electrical Engineering
755,Yue Lu,Electrical Engineering
756,"Tuesday, Thursday",Electrical Engineering
757,12:00pm to 01:15pm,Electrical Engineering
758,"This course introduces the fundamentals of probability theory for parameter estimation and decision making under uncertainty. It considers applications to information systems as well as other physical and biological systems. Topics include: discrete and continuous random variables, conditional expectations, Bayes’ rules, laws of large numbers, central limit theorems, Markov chains, Bayesian statistical inferences, and parameter estimations.",Electrical Engineering
759,Course Website,Electrical Engineering
760,ENG-SCI 151,Electrical Engineering
761,2020 Spring,Electrical Engineering
762,Evelyn Hu,Electrical Engineering
763,"Tuesday, Thursday",Electrical Engineering
764,10:30am to 11:45am,Electrical Engineering
765,"Electromagnetism and its applications in science and technology. Topics: Maxwell's equations; electromagnetic waves (e.g., light, microwaves, etc.); wave propagation through media discontinuity; transmission lines, waveguides, and microwave circuits; radiation and antennae; interactions between electromagnetic fields and matters; optics of solids; optical devices; origin of colors; interference and diffraction; lasers and masers; nuclear magnetic resonance and MRI; radio astronomy; wireless networking; plasmonic wave (charge density wave).",Electrical Engineering
766,Course Website,Electrical Engineering
767,ENG-SCI 152,Electrical Engineering
768,2019 Fall,Electrical Engineering
769,Gu-Yeon Wei,Electrical Engineering
770,"Tuesday, Thursday",Electrical Engineering
771,01:30pm to 02:45pm,Electrical Engineering
772,This course introduces fundamentals in designing and building modern information devices and systems that interface with the real world. It focuses on devices and systems that use,Electrical Engineering
773,analog,Electrical Engineering
774,"electronics, and it complements COMPSCI 141, which focuses on digital devices and systems. Topics of this course include: time and frequency domain analysis of simple 1st and 2nd order circuits; operational amplifiers and op-amp circuits; basic semiconductor physics; PN junctions and diodes; bipolar junction transistors (BJT); field-effect transistors (MOSFETs); bias circuits and current sources; amplifier gain and bandwidth; frequency response, feedback, noise, and stability. Further, students are introduced to select transducers, particularly motors and their concomitant drive schemes, but also photocells, photodiodes, and semiconductor lasers to highlight device design and characterization.",Electrical Engineering
775,Course Website,Electrical Engineering
776,ENG-SCI 153,Electrical Engineering
777,2019 Fall,Electrical Engineering
778,"Thomas Hayes, David Abrams",Electrical Engineering
779,"Wednesday, Friday",Electrical Engineering
780,01:30pm to 05:45pm,Electrical Engineering
781,"A lab-intensive introduction to electronic circuit design. Develops circuit intuition and debugging skills through daily hands-on lab exercises, each preceded by class discussion, with minimal use of mathematics and physics. Moves quickly from passive circuits, to discrete transistors, then concentrates on operational amplifiers, used to make a variety of circuits including integrators, oscillators, regulators, and filters. The digital half of the course treats analog-digital interfacing, emphasizes the use of microcontrollers and programmable logic devices (PLDs).",Electrical Engineering
782,Course Website,Electrical Engineering
783,ENG-SCI 153,Electrical Engineering
784,2019 Fall,Electrical Engineering
785,"Thomas Hayes, David Abrams",Electrical Engineering
786,"Tuesday, Thursday",Electrical Engineering
787,01:30pm to 05:45pm,Electrical Engineering
788,"A lab-intensive introduction to electronic circuit design. Develops circuit intuition and debugging skills through daily hands-on lab exercises, each preceded by class discussion, with minimal use of mathematics and physics. Moves quickly from passive circuits, to discrete transistors, then concentrates on operational amplifiers, used to make a variety of circuits including integrators, oscillators, regulators, and filters. The digital half of the course treats analog-digital interfacing, emphasizes the use of microcontrollers and programmable logic devices (PLDs).",Electrical Engineering
789,Course Website,Electrical Engineering
790,ENG-SCI 153,Electrical Engineering
791,2020 Spring,Electrical Engineering
792,Thomas Hayes,Electrical Engineering
793,"Tuesday, Thursday",Electrical Engineering
794,01:30pm to 05:45pm,Electrical Engineering
795,"A lab-intensive introduction to electronic circuit design. Develops circuit intuition and debugging skills through daily hands-on lab exercises, each preceded by class discussion, with minimal use of mathematics and physics. Moves quickly from passive circuits, to discrete transistors, then concentrates on operational amplifiers, used to make a variety of circuits including integrators, oscillators, regulators, and filters. The digital half of the course treats analog-digital interfacing, emphasizes the use of microcontrollers and programmable logic devices (PLDs).",Electrical Engineering
796,Course Website,Electrical Engineering
797,ENG-SCI 155,Electrical Engineering
798,2019 Fall,Electrical Engineering
799,Na Li,Electrical Engineering
800,"Monday, Wednesday",Electrical Engineering
801,01:30pm to 02:45pm,Electrical Engineering
802,"This course and its follow-on course ENG-SCI 156 concern the fundamentals of information systems in the real world. Together they provide a comprehensive foundation in signal processing, systems design and analysis, control, and communications, while also introducing key linear-algebraic concepts in the context of authentic applications. The first course, ENG-SCI 155, focuses on the basic principles of feedback and its use as a tool for inferring and/or altering the dynamics of systems under uncertainty. Topics include linear algebra, the elemental representations of dynamic systems, stability analysis, the design of estimators (e.g., Kalman Filter) and feedback controllers (e.g., PID and Optimal Controller). The class includes both the practical and theoretical aspects of the topic.",Electrical Engineering
803,Course Website,Electrical Engineering
804,ENG-SCI 156,Electrical Engineering
805,2020 Spring,Electrical Engineering
806,Flavio du Pin Calmon,Electrical Engineering
807,"Monday, Wednesday",Electrical Engineering
808,10:30am to 11:45am,Electrical Engineering
809,"This course is a follow-on to ENG-SCI 155 and continues to develop the fundamentals of information systems in the real world. It focuses on the analysis and manipulation of signals in the time and frequency domains in the context of authentic applications. Topics include: the sampling theorem, convolution, and linear input-output systems in continuous and discrete time. Further, students are introduced to transforms—including Fourier, discrete cosine, wavelet, and PCA / SVD ‘transforms’—that map between vector spaces via matrix multiplication as a method to ease analysis provided conditionalized knowledge. Randomness, noise, and filtering. Waves and interference in the context of communications; antennae, phasors, modulation, multiplexing. Applications in communications and data science.",Electrical Engineering
810,Course Website,Electrical Engineering
811,ENG-SCI 157,Electrical Engineering
812,2019 Fall,Electrical Engineering
813,Demba Ba,Electrical Engineering
814,"Tuesday, Thursday",Electrical Engineering
815,10:30am to 11:45am,Electrical Engineering
816,"General properties of common biosignals, Bioelectrical (electrophysiological), Biomechanical, Biomagnetic , and Biochemical signals, Bioelectrical acquisition process. Brief discussion of bio-signals obtained from tomography and inverse imaging. Brief introduction to underlying principles of MRI, Ultrasound, CT-Scan, PET, and SPECT, and their associated signals, inverse imaging, ill-posed problems and regularization. Non-transformed and transformed methods for biosignal processing. Structural and Graphical descriptions. Overview of Fourier transforms, Sine and cosine transform, Wavelet transform, Principle Component Analysis, dimension reduction techniques. Blind Source Separation, Representation models based on the statistical independence of the underlying sources, Independent component analysis (ICA), Dependent component analysis, Independent Subspace separation, Pattern Recognition, neural networks, clustering, and genetics algorithms. Applications to Biosignal Processing, and Human computer interaction.",Electrical Engineering
817,Course Website,Electrical Engineering
818,ENG-SCI 159,Electrical Engineering
819,2020 Spring,Electrical Engineering
820,Robert Wood,Electrical Engineering
821,"Tuesday, Thursday",Electrical Engineering
822,10:30am to 11:45am,Electrical Engineering
823,"Introduction to computer-controlled robotic manipulators. Topics include coordinate frames and transformations, kinematic structure and solutions, statics and dynamics of serial and parallel chain manipulators, control and programming, introduction to path planning, introduction to teleoperation, robot design, and actuation and sensing devices. Laboratory exercises provide experience with industrial robot programming and robot simulation and control.",Electrical Engineering
824,Course Website,Electrical Engineering
825,ENG-SCI 170,Electrical Engineering
826,2020 Spring,Electrical Engineering
827,Prineha Narang,Electrical Engineering
828,"Tuesday, Thursday",Electrical Engineering
829,12:00pm to 01:15pm,Electrical Engineering
830,"As a first course in quantum mechanics, tailored for engineering, applied mathematics and computer science students, this course will teach concepts needed to engineer a quantum world, to understand quantum mechanical properties of materials and build an intuition for quantum information science. The course will be a hybrid of lectures on theory, state-of-the-art computational methods ('theory-lab') in quantum simulations and we will use IBM Q Experience, an open access quantum computer. Topics will include periodic potentials and the tight-binding approach, quantizing vibrations in solids, spin matrices and an introduction to qubits. Assignments will teach the basics of the Python programming language, introduce students to open source scientific software and electronic structure methods.",Electrical Engineering
831,Course Website,Electrical Engineering
832,ENG-SCI 173,Electrical Engineering
833,2019 Fall,Electrical Engineering
834,Evelyn Hu,Electrical Engineering
835,"Tuesday, Thursday",Electrical Engineering
836,12:00pm to 01:15pm,Electrical Engineering
837,"This course will focus on physical principles underlying semiconductor devices: electrons and holes in semiconductors , energies and bandgaps, transport properties of electrons and holes, p-n junctions, transistors, light emitting diodes, lasers, solar cells and thermoelectric devices.",Electrical Engineering
838,Course Website,Electrical Engineering
839,ENG-SCI 177,Electrical Engineering
840,2020 Spring,Electrical Engineering
841,Marko Loncar,Electrical Engineering
842,Monday,Electrical Engineering
843,10:30am to 11:45am,Electrical Engineering
844,"Introduction to micro- and nanofabrication processes used for photonic and electronic devices. Students use both an instructional lab as well as a state-of-the-art cleanroom in the Center for Nanoscale Systems.  Several electronic and photonic devices will be fabricated, such as transistors, light-emitting diodes (LEDs) and lasers.  Lectures will focus on fabrication processes, including lithography, deposition of metals and dielectrics, etching, oxidation, implantation and diffusion of dopants, and device characterization.",Electrical Engineering
845,Course Website,Electrical Engineering
846,ENG-SCI 181,Electrical Engineering
847,2019 Fall,Electrical Engineering
848,Zhigang Suo,Electrical Engineering
849,"Tuesday, Thursday",Electrical Engineering
850,10:30am to 11:45am,Electrical Engineering
851,"Introduction to classical engineering thermodynamics. Topics: Zeroth Law and temperature. Properties of single-component gases, liquids, and solids. Equations of state for ideal and simple nonideal substances. First Law, heat and heat transfer, work, internal energy, enthalpy. Second Law, Third Law, entropy, free energy, exergy. Heat engines and important engineering applications such as refrigerators, power cycles. Properties and simple models of solutions. Phase and chemical equilibrium in multicomponent systems; chemical potential. Electrochemistry, batteries, fuel cells. Laboratory included.",Electrical Engineering
852,Course Website,Electrical Engineering
853,ENG-SCI 183,Electrical Engineering
854,2020 Spring,Electrical Engineering
855,David Clarke,Electrical Engineering
856,"Tuesday, Thursday",Electrical Engineering
857,09:00am to 10:15am,Electrical Engineering
858,"The macroscopic description of the fundamentals of heat transfer and applications to practical problems in energy conversion, electronics and living systems with an emphasis on developing a physical and analytical understanding of conductive, convective and radiative heat transfer. Emphasis will also be given to problem solving skills based on applying governing principles, mathematical models and physical intuition. Includes laboratory sessions and semester-long projects.",Electrical Engineering
859,Course Website,Electrical Engineering
860,ENG-SCI 190,Electrical Engineering
861,2019 Fall,Electrical Engineering
862,Xin Li,Electrical Engineering
863,"Monday, Wednesday",Electrical Engineering
864,12:00pm to 01:15pm,Electrical Engineering
865,"Introduction to the structure, properties, and applications of materials. Crystal structure and defects. Structure property relations and crystal symmetry. Phase transformations, phase diagrams, diffusion. Effect of microstructure on properties. Examples from a variety of engineering applications of electrical, optical and magnetic materials.",Electrical Engineering
866,Course Website,Electrical Engineering
867,ENG-SCI 202,Electrical Engineering
868,2020 Spring,Electrical Engineering
869,Na Li,Electrical Engineering
870,"Monday, Wednesday",Electrical Engineering
871,10:30am to 11:45am,Electrical Engineering
872,"This graduate level course studies dynamic systems in time domain with inputs and outputs. Students will learn how to design estimator and controller for a system to ensure desirable properties (e.g., stability, performance, robustness) of the dynamical system. In particular, the course will focus on systems that can be modeled by linear ordinary differential equations (ODEs) and that satisfy time-invariance conditions. The course will introduces the fundamental mathematics of linear spaces, linear operator theory, and then proceeds with the analysis of the response of linear time-variant systems. Advanced topics such as robust control, model predictive control, linear quadratic games and distributed control will be presented based on allowable time and interest from the class. The material learned in this course will form a valuable foundation for further work in systems, control, estimation, identification, detection, signal processing, and communications.",Electrical Engineering
873,Course Website,Electrical Engineering
874,ENG-SCI 221,Electrical Engineering
875,2020 Spring,Electrical Engineering
876,James Wright,Electrical Engineering
877,"Monday, Wednesday",Electrical Engineering
878,01:30pm to 02:45pm,Electrical Engineering
879,Methods to deliver molecules to the human body. Physiological obstacles and engineering solutions. Characterization techniques for drug delivery synthesis and in vitro analysis. Case studies of current pharmaceutical products.,Electrical Engineering
880,Course Website,Electrical Engineering
881,ENG-SCI 222,Electrical Engineering
882,2019 Fall,Electrical Engineering
883,Kit Parker,Electrical Engineering
884,"Tuesday, Thursday",Electrical Engineering
885,12:00pm to 01:15pm,Electrical Engineering
886,"This is a combined introductory graduate/upper-level undergraduate course that focuses on examining modern techniques for manipulating cellular behavior and the application of these techniques to problems in the biomedical and biotechnological arenas. Applications in drug discovery, regenerative medicine, and cellular agriculture will be discussed. Topics will include controlling behavior of cells through cell-matrix interactions, cytoskeletal architecture, and cell behavior in processes such as angiogenesis and wound healing. Lectures will review fundamental concepts in cell biology before delving into topical examples from current literature. Students will work weekly in the lab learning cell culture techniques, soft lithography, microscopy, and classical in vitro assays measuring cell behavior.",Electrical Engineering
887,Course Website,Electrical Engineering
888,ENG-SCI 226R,Electrical Engineering
889,2020 Spring,Electrical Engineering
890,Maurice Smith,Electrical Engineering
891,"Tuesday, Thursday",Electrical Engineering
892,09:00am to 10:15am,Electrical Engineering
893,Course will present classical findings and new research that give insight into mechanisms of learning and memory formation in neural systems. Learning and memory will be studied both as neurobiological phenomena and as computational challenges.,Electrical Engineering
894,Course Website,Electrical Engineering
895,ENG-SCI 228,Electrical Engineering
896,2020 Spring,Electrical Engineering
897,Katia Bertoldi,Electrical Engineering
898,"Monday, Wednesday",Electrical Engineering
899,03:00pm to 04:15pm,Electrical Engineering
900,"Introduction to finite element methods for analysis of steady-state and transient problems in solid, structural, fluid mechanics, and heat transfer. Implementation of simple MATLAB codes and use of existing general-purpose programs (ABAQUS and COMSOL).",Electrical Engineering
901,Course Website,Electrical Engineering
902,ENG-SCI 230,Electrical Engineering
903,2020 Spring,Electrical Engineering
904,David Mooney,Electrical Engineering
905,"Tuesday, Thursday",Electrical Engineering
906,01:30pm to 02:45pm,Electrical Engineering
907,"Fundamental engineering and biological principles underlying field of tissue engineering, along with examples and strategies to engineer specific tissues for clinical use. Student design teams prepare a research proposal and participate in a weekly laboratory.",Electrical Engineering
908,Course Website,Electrical Engineering
909,ENG-SCI 233,Electrical Engineering
910,2019 Fall,Electrical Engineering
911,Kaighin McColl,Electrical Engineering
912,"Monday, Wednesday",Electrical Engineering
913,01:30pm to 02:45pm,Electrical Engineering
914,"This course provides a graduate-level introduction to the global hydrologic cycle and relevant terrestrial and atmospheric processes. It covers the concepts of water and energy balance; atmospheric radiation, composition and circulation; precipitation formation; evaporation and vegetation transpiration; dynamics of the atmospheric boundary layer (ABL), and its coupling with the land surface; boundary layer clouds; atmospheric chemistry within the ABL; and groundwater flow and unsaturated zone processes.",Electrical Engineering
915,Course Website,Electrical Engineering
916,ENG-SCI 234,Electrical Engineering
917,2020 Spring,Electrical Engineering
918,"Conor Walsh, Thomas Eisenmann",Electrical Engineering
919,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Electrical Engineering
920,09:00am to 06:00pm,Electrical Engineering
921,"Using a learning-by-doing approach, student teams will work on their own venture concepts in this intensive immersion course. The course will convey concepts and builds skills required in early stage technology ventures, including problem finding (human-centered design, customer discovery), solution finding (ideation methods, prototyping, user testing), business model validation (hypothesis generation, minimum viable products, lean experimentation), sales and marketing methods, venture financing, and team building and leadership skills. Enrollment limited to first-year MS/MBA: Engineering Sciences students only.",Electrical Engineering
922,Course Website,Electrical Engineering
923,ENG-SCI 236A,Electrical Engineering
924,2019 Fall,Electrical Engineering
925,Woodward Yang,Electrical Engineering
926,"Tuesday, Thursday",Electrical Engineering
927,03:00pm to 05:59pm,Electrical Engineering
928,"Developing and implementing good solutions to real problems facing human society requires a broad understanding of the relationships between technology innovation, science, manufacturing, design thinking, environment, sustainability, culture, aesthetics, business, public policy, and government. Various frameworks for understanding these complex relationships within the context of real-world problems will be explored and discussed.  Coursework will be based on assigned readings, case studies, research assignments, exercises, and class discussions.",Electrical Engineering
929,Course Website,Electrical Engineering
930,ENG-SCI 239,Electrical Engineering
931,2019 Fall,Electrical Engineering
932,David Weitz,Electrical Engineering
933,"Tuesday, Thursday",Electrical Engineering
934,01:30pm to 02:45pm,Electrical Engineering
935,Students are expected to meet all the requirements of Engineering Sciences 139 and in addition are required to prepare an individual term project with significant analytic emphasis in an area of scientific or technological innovation.,Electrical Engineering
936,Course Website,Electrical Engineering
937,ENG-SCI 240,Electrical Engineering
938,2019 Fall,Electrical Engineering
939,Joost Vlassak,Electrical Engineering
940,"Monday, Wednesday, Friday",Electrical Engineering
941,01:30pm to 02:45pm,Electrical Engineering
942,"Foundations of solid mechanics, development of elasticity theory, and introduction to  linear visco-elasticity and plasticity. Basic elasticity solutions. Variational principles. Deformation of plates. Introduction to large deformation.",Electrical Engineering
943,Course Website,Electrical Engineering
944,ENG-SCI 241,Electrical Engineering
945,2020 Spring,Electrical Engineering
946,Zhigang Suo,Electrical Engineering
947,"Tuesday, Thursday",Electrical Engineering
948,01:30pm to 02:45pm,Electrical Engineering
949,"Finite deformation; instabilities; thermodynamics; thermoelasticity; poroelasticity; electroactive polymers, hydrogels, polyelectrolyte gels",Electrical Engineering
950,Course Website,Electrical Engineering
951,ENG-SCI 250,Electrical Engineering
952,2019 Fall,Electrical Engineering
953,Flavio du Pin Calmon,Electrical Engineering
954,"Monday, Wednesday",Electrical Engineering
955,10:30am to 11:45am,Electrical Engineering
956,"Fundamental concepts of information theory, Entropy, Kullback-Leibler divergence, Mutual information; typical sequences and their applications, Loss-less data compression, Huffman codes, Elias Codes, Arithmetic Codes, Discrete Memory-less Channels, Channel Coding and Capacity, Differential Entropy, Gaussian Channels, rate distortion theory, Multi-user Information Theory, Connections between information theory and statistics.",Electrical Engineering
957,Course Website,Electrical Engineering
958,ENG-SCI 256,Electrical Engineering
959,2020 Spring,Electrical Engineering
960,Chuck Hoberman,Electrical Engineering
961,Monday,Electrical Engineering
962,10:00am to 12:59pm,Electrical Engineering
963,"Today new materials and fabrication techniques are transforming the field of robotics. Rather than rigid metal parts connected by mechanical components, robots may now be made of folded paper, carbon laminates or soft gels. They may be formed fully integrated from a 2D or 3D printer rather than assembled from individual components. Light, compliant, highly customized - we are seeing the emergence of a new design paradigm.",Electrical Engineering
964,Informal Robotics is a direct collaboration between the Wyss Institute's Bioinspired Robotics platform (,Electrical Engineering
965,http://wyss.harvard.edu/viewpage/204/bioinspired-robotics,Electrical Engineering
966,") and the GSD.  Within the class, you will interact with Wyss researchers who will share their unique designs for ambulatory and flying robots, end-effectors, medical instruments and other applications.",Electrical Engineering
967,"The class will explore informal robotics from multiple perspectives, culminating with the design and fabrication of original devices displaying animated intelligence in real-time. Going beyond traditional engineering approaches, we will also explore new opportunities for design at the product, architectural, and urban scales.",Electrical Engineering
968,The class will be organized along four primary topics:,Electrical Engineering
969,"- Kinematics includes an overview of mechanism principles, design techniques for pop-ups, flat-folding origami structures, and soft mechanisms.",Electrical Engineering
970,"- Fabrication methods will be explored through workshops on use of composite materials, laminated assembly techniques, self-folding, and integrated flexures.",Electrical Engineering
971,"- Controls considers how to actuate movement and program desired behavior. Topics include servos, linear actuators, shape memory alloys (SMAs) and use of Arduino for sensing and actuator control.",Electrical Engineering
972,"Applications takes us beyond purely technological concerns, contextualizing Informal Robotics within larger trends where materials, manufacturing and computation are starting to merge.",Electrical Engineering
973,Course Website,Electrical Engineering
974,ENG-SCI 258,Electrical Engineering
975,2020 Spring,Electrical Engineering
976,Jia Liu,Electrical Engineering
977,"Monday, Wednesday",Electrical Engineering
978,03:00pm to 04:15pm,Electrical Engineering
979,"The contents and course requirements are similar to those of Biomedical Engineering 129 (BE 129), with the exception that students enrolled in Engineering Sciences 258 (ENG-SCI 258) are expected to undertake a substantial course project.",Electrical Engineering
980,Course Website,Electrical Engineering
981,ENG-SCI 259,Electrical Engineering
982,2020 Spring,Electrical Engineering
983,Robert Wood,Electrical Engineering
984,"Tuesday, Thursday",Electrical Engineering
985,10:30am to 11:45am,Electrical Engineering
986,"Course requirements are similar to Engineering Sciences 159, with the exception that students enrolled in Engineering Sciences 259 are required to prepare a term project analyzing current research in a specific problem area within Robotics.",Electrical Engineering
987,Course Website,Electrical Engineering
988,ENG-SCI 273,Electrical Engineering
989,2019 Fall,Electrical Engineering
990,Federico Capasso,Electrical Engineering
991,"Wednesday, Friday",Electrical Engineering
992,10:30am to 11:45am,Electrical Engineering
993,"The focus is on the foundations of optics/photonics and on some of its most important modern developments and applications. Powerful and widely used computational tools will be developed in the sections. Topics to be covered: Maxwell's equations, Free space optics. Reflection, refraction, polarization (Jones Calculus and Stokes parameters); interference and diffraction. Light-matter interaction, dispersion and absorption. Guided wave optics (including optical fibers). Perturbation and couple mode theory, transfer matrix methods; numerical methods. Optical resonators.  Photonic crystals. Near-field optics. Metal optics and Plasmonics. Metamaterials and Metasurfaces.",Electrical Engineering
994,Course Website,Electrical Engineering
995,ENG-SCI 277,Electrical Engineering
996,2020 Spring,Electrical Engineering
997,Marko Loncar,Electrical Engineering
998,Monday,Electrical Engineering
999,10:30am to 11:45am,Electrical Engineering
1000,"Content and requirements are similar to Engineering Sciences 177, with the addition that students enrolled in Engineering Sciences 277 are given an additional project.",Electrical Engineering
1001,Course Website,Electrical Engineering
1002,ENG-SCI 280,Electrical Engineering
1003,2019 Fall,Electrical Engineering
1004,"Robert D. Howe, Venkat Venkatasubramanian",Electrical Engineering
1005,"Monday, Tuesday, Wednesday, Thursday, Friday",Electrical Engineering
1006,09:00am to 12:00pm,Electrical Engineering
1007,"This is the first core course for students in the MS/MBA: Engineering Sciences program, to be taken in August of the first year of the program. The course will begin with methods for modeling engineering and business systems, including discrete and continuous systems and feedback controls. Students will write simple simulations and then use professional modeling software to simulate complex systems. Students will next learn design methodology, including stakeholder modeling, ideation, and decision making tools. A final team project will involve design of a system, including simulation and prototyping.",Electrical Engineering
1008,Course Website,Electrical Engineering
1009,ENG-SCI 285,Electrical Engineering
